time,qw,qx,qy,qz
1767383382.490379,0.9877806142571497,0.005058967843804063,0.0010688555369131052,-0.15576495912099356
1767383382.490515,0.9513998007075598,0.009542160498484473,0.0006212715040911378,-0.3078099745108252
1767383382.49063,0.8917468093939891,0.013284927227142584,-0.00212398843146199,-0.45233464085492414
1767383382.4907362,0.8102825183009436,0.016084747972059017,-0.007466474493383549,-0.5857710928145876
1767383382.490838,0.7090043324570141,0.017451275936704407,-0.014339096933562948,-0.7048423226683361
1767383382.490939,0.5904086747620221,0.016203376504934853,-0.01911964815528587,-0.8067152449346735
1767383382.491036,0.45736999225652375,0.01162933915886298,-0.016775077744594795,-0.8890422067712299
1767383382.491133,0.3130735872187463,0.007615577037666101,-0.010098868774187293,-0.9496446413379329
1767383382.49123,0.16116474225690686,0.00860842733435876,-0.00997369167198048,-0.9868395747569746
1767383382.491328,0.005326365724253987,0.01028289207615335,-0.014236146783097718,-0.999831597862106
1767383382.491423,-0.15067347011847404,0.009905724506672382,-0.017000156655227666,-0.9883877663640689
1767383382.49152,-0.3029404918243446,0.008649033516094248,-0.018331578334898176,-0.9527938947475542
1767383382.491616,-0.44769087598786517,0.00735097696654385,-0.019224655239003685,-0.893951483765085
1767383382.491715,-0.5813692437417617,0.006117539789417608,-0.019980464781069705,-0.8133714767344562
1767383382.4918132,-0.7007292395140232,0.004851424824866677,-0.020575726645966498,-0.7131140413988905
1767383382.491908,-0.8029137432175988,0.003467509920760073,-0.020926237131855208,-0.5957177099321079
1767383382.4920042,-0.8855227473796613,0.0019287533333119831,-0.02095976074662825,-0.464118984973897
1767383382.492098,-0.9466624757125052,0.00023825546131825024,-0.020627262547987163,-0.3215658818220347
1767383382.492193,-0.9849764730620231,-0.0015725562183965328,-0.01990218105715304,-0.1715306904621057
1767383382.492288,-0.9996623310780083,-0.0034530235962414984,-0.018778791745874893,-0.01762547679616822
1767383382.492386,-0.9904780039604513,-0.0053400574003419415,-0.01727072759932768,0.1364790439066451
1767383382.492548,-0.9577400315600916,-0.007163620862460469,-0.015409203935524916,0.28713284541739154
1767383382.492688,-0.9023134614365931,-0.00885146420170082,-0.013240673815377364,0.43078620387463157
1767383382.492799,-0.8255911399215053,-0.010333341656292423,-0.010823924605522056,0.5640703275208316
1767383382.492901,-0.7294592606080603,-0.011544760142436923,-0.008226784614337828,0.6838773469280187
1767383382.493,-0.6162469128291093,-0.012430216399874844,-0.005522678528635327,0.7874355415973519
1767383382.493098,-0.48865960273922904,-0.012945835042136792,-0.0027873000816535523,0.8723740189643755
1767383382.493195,-0.34969973186623254,-0.013061306258700623,-9.567923081706706e-05,0.9367707780759322
1767383382.49329,-0.2025800840706491,-0.012761035174232663,0.0024800934523107193,0.9791794088192827
1767383382.493384,-0.05063876313273457,-0.01204445548224598,0.004872273103961407,0.9986325188553218
1767383382.4934778,0.1027349096590464,-0.01092552756275838,0.0070178872313973965,0.9946240095853467
1767383382.493574,0.2541548180113112,-0.009431531190417829,0.008858237447744976,0.9670769909011186
1767383382.4936671,0.4002671214939155,-0.0076013629187598394,0.010337762563985779,0.9163086714628018
1767383382.49376,0.5377538371032876,-0.005483635316128839,0.01140282958666038,0.8430069489048296
1767383382.4938529,0.6633186811271261,-0.003134914072227397,0.012001292417431579,0.7482342337542722
1767383382.493946,0.7736722339926825,-0.0006183764443732435,0.012083814602311085,0.6334704992215531
1767383382.494039,0.8655418863424962,0.0019970021387898714,0.011607833200635957,0.5006980259373096
1767383382.4941308,0.935735417505153,0.004636914310620089,0.010544491314233649,0.35251459708082783
1767383382.4942238,0.9812805203286934,0.007222324002437495,0.008887856706293685,0.19224303488715005
1767383382.494316,0.9996431995013778,0.009670833589086459,0.006664508453519543,0.023990268764958696
1767383382.4944088,0.9889987660907406,0.011899255844404459,0.00394064994773268,-0.14739172181412594
1767383382.4945018,0.9485009356101235,0.013827308815254792,0.0008239267271230881,-0.3164713285945472
1767383382.494596,0.8784820264755532,0.015381737957937163,-0.002541606135172253,-0.4775209644979519
1767383382.494688,0.7805300613437557,0.016499856461693004,-0.005986782390956326,-0.6248717760565458
1767383382.4947798,0.6574235189235325,0.01713173281486748,-0.00933224065956664,-0.7532686969343899
1767383382.494872,0.512946418437803,0.01724093291661553,-0.012403290136249029,-0.8581578412144196
1767383382.494964,0.35163753213374016,0.016804434238077356,-0.015041470547808787,-0.9358645260659216
1767383382.495056,0.1785374210498114,0.01581266899828255,-0.017111057989465158,-0.9836572372928062
1767383382.495148,-0.0010139841220059634,0.014270486736054702,-0.018500647719350095,-0.9997264881348712
1767383382.495261,-0.1815013524490384,0.01219930632759494,-0.019121560272830025,-0.9831290871076036
1767383382.495362,-0.3572827512056481,0.009640116878263239,-0.018905838147410862,-0.9337551462355869
1767383382.49548,-0.5225991531497464,0.006656475813602544,-0.017806890373278317,-0.8523665473915237
1767383382.495598,-0.6716096351004097,0.0033363083255348626,-0.01580520853088146,-0.7407290749459943
1767383382.495764,-0.7985321102563797,-0.0002088181206979325,-0.012919709505986034,-0.601813514629547
1767383382.495876,-0.8979514718301946,-0.003848022596785481,-0.00922213326525252,-0.439981021429472
1767383382.495979,-0.965291626408744,-0.007439244781385947,-0.004848548771948595,-0.26102341886706687
1767383382.496077,-0.997349829220286,-0.010839891389526865,-6.52704921485787e-07,-0.07194313663238003
1767383382.496174,-0.9927178710075325,-0.013917262492816907,0.005067735786297645,0.11954855265113036
1767383382.4962702,-0.9519295296145018,-0.0165557657777977,0.0100773187012297,0.3057033282697772
1767383382.496366,-0.8772841772160758,-0.018659393091932687,0.01475537509732694,0.4793814539189977
1767383382.4964638,-0.7724320749815116,-0.020150303329423604,0.018863631507762334,0.6344972956773177
1767383382.496555,-0.6418816779652731,-0.020966045290019126,0.022215335183915535,0.7661950243378313
1767383382.49665,-0.4905751774832494,-0.02105803655273885,0.024680033717307044,0.8707947233817712
1767383382.496744,-0.3236114744913594,-0.020392732310681064,0.02617863282166051,0.9456079680449097
1767383382.496835,-0.14612765873739772,-0.018955468445788805,0.02667301614251348,0.9887244043603807
1767383382.496927,0.03669108572685029,-0.016756006805579562,0.026154385589249724,0.998843805896881
1767383382.497018,0.21951818997339528,-0.013834515666611827,0.024633634865635717,0.9751992383510059
1767383382.497108,0.39675818987121475,-0.010266816722121772,0.022136266699838505,0.9175987777569813
1767383382.497199,0.5624427753017199,-0.006167827836409778,0.018703705593807858,0.8266016294489991
1767383382.49729,0.7102263793879775,-0.0016919718004282831,0.014401856096101758,0.7038239934769625
1767383382.4973812,0.8335722116855074,0.0029710017892671994,0.009335690806774552,0.5523236242740854
1767383382.497472,0.9261993776597389,0.007606255581608432,0.0036653270021358027,0.3769395483054386
1767383382.497563,0.9827748216318163,0.01199035025140002,-0.0023842175735810252,0.18440226943821258
1767383382.497653,0.9996933424623659,0.015911473701679738,-0.008527728007546673,-0.01695063114145751
1767383382.4977431,0.9756806593351478,0.019188185434921668,-0.014442266241670262,-0.2178772257140517
1767383382.497834,0.9119838813834276,0.02168109669281132,-0.01980245132549604,-0.4091737932279108
1767383382.497924,0.8120913063920174,0.023294997203277726,-0.024317382142440617,-0.5825579096652492
1767383382.498019,0.6811290915576976,0.023973546460151134,-0.02775828993813804,-0.7312440817152773
1767383382.4981089,0.5251780335996096,0.023691515276879908,-0.02997166803891781,-0.8501343683461445
1767383382.49821,0.3507098183549357,0.022449222281566535,-0.030878978772739603,-0.9357056932595601
1767383382.498301,0.16423193901658587,0.02027139428170055,-0.0304675388411345,-0.9857426996218094
1767383382.498392,-0.027862994229589474,0.017210195367238616,-0.028777570015375245,-0.999049205090517
1767383382.498483,-0.2192921366992557,0.013350781001363068,-0.025889277463039834,-0.9752243130382725
1767383382.4985752,-0.40377801314617046,0.008817445540056994,-0.0219126580253119,-0.9145520237647201
1767383382.4986649,-0.5749016053407066,0.003778622057508188,-0.01698206081414493,-0.8180375760333569
1767383382.4987562,-0.7259849868222253,-0.0015510242215754924,-0.01125696004777207,-0.6876166621621967
1767383382.498846,-0.8501099242524028,-0.006913732448928145,-0.004929080417355969,-0.5265368184253011
1767383382.4989371,-0.9404062440253735,-0.012020045958674626,0.0017668324758412539,-0.3398359795493173
1767383382.499027,-0.9907075092288783,-0.016570997220458614,0.00854525028229384,-0.13472569133704645
1767383382.4991171,-0.9965220737726768,-0.020290242819660416,0.015074184737760092,0.0794029689911869
1767383382.499207,-0.9560419344765224,-0.022959344517693745,0.020997824809011353,0.2915746548913283
1767383382.499298,-0.8707705368858684,-0.024444614553185293,0.02597484551002159,0.49039416830909976
1767383382.499388,-0.7454582212421837,-0.02470542969891425,0.029720231124308084,0.6654309806341672
1767383382.499514,-0.5873592381863474,-0.023782276106026075,0.032036001515748355,0.8083422686382628
1767383382.499628,-0.4051311225451491,-0.02177222493043413,0.03282270326025753,0.9134097732767998
1767383382.499728,-0.20778114507563625,-0.018803502450331792,0.032073086621695335,0.9774685371720231
1767383382.499825,-0.0039343017599323855,-0.015018128693792942,0.029855257509225568,0.9994336599691127
1767383382.4999301,0.19849694935934115,-0.010565919114481542,0.02629304456011719,0.9796917873780819
1767383382.5000288,0.392297434192171,-0.005608392324004915,0.021548908557409055,0.9195688737673561
1767383382.500134,0.5707000222973952,-0.00032874853749647443,0.01581238278942972,0.8210063002344575
1767383382.500293,0.7270292608394029,0.005056608921273389,0.00929585464365937,0.6865249242933376
1767383382.5004082,0.8543904538028304,0.010289954869536471,0.0022386986063061744,0.519524838201146
1767383382.5005,0.9456117858651905,0.0150735061587619,-0.005081405682539067,0.3249081703515882
1767383382.500591,0.9936866593962276,0.019086930064906794,-0.01233597836933202,0.10986507942169282
1767383382.5006819,0.9928711661806685,0.022025625586820325,-0.01914409867788325,-0.11556479857794262
1767383382.5007732,0.9402644286854773,0.023655310403152763,-0.025094958708391894,-0.3386937753870415
1767383382.500863,0.8372435692502737,0.023864701146661532,-0.029797898635282462,-0.5454958909333459
1767383382.5009558,0.6899359971121548,0.022690619985108993,-0.032944357895007624,-0.7227642249976367
1767383382.5010471,0.5083246219772158,0.020300145267671307,-0.034354098915948456,-0.8602405353629332
1767383382.5011368,0.30436647792512467,0.01693820002893448,-0.03398616779751164,-0.9517978172351913
1767383382.501227,0.09000484085718903,0.012866961824582693,-0.03191671782147695,-0.9953466195447603
1767383382.50132,-0.1241781174646717,0.008322598970133812,-0.028301654101580205,-0.9918213275910275
1767383382.501411,-0.32941922314925526,0.0035005077523407434,-0.02334240307233934,-0.9438886873376682
1767383382.5016162,-0.5185115057981322,-0.0014342257917645106,-0.017264148831582463,-0.8548951459193425
1767383382.5017622,-0.6851447023360502,-0.006321717577835742,-0.010307746364197965,-0.7283066133934276
