time,qw,qx,qy,qz
1767383382.501856,-0.8231529777555427,-0.010979130016365274,-0.002733425349472017,-0.567706933463144
1767383382.5019488,-0.9259354802654369,-0.015179843328198519,0.005165717872809529,-0.3773411905702921
1767383382.502041,-0.986343808994708,-0.01864985213264633,0.013044140962767698,-0.1631193546449522
1767383382.502133,-0.9973731828070636,-0.02109118239363654,0.020488404017464778,0.06619759469470032
1767383382.502225,-0.9538461526667096,-0.022237441892397212,0.027024866706210696,0.29824934165981026
1767383382.502317,-0.8547280150376515,-0.02193101670365314,0.03216923386961591,0.5176139403149633
1767383382.502408,-0.7049438499436691,-0.02018848676402228,0.03551473913323619,0.7080856563531525
1767383382.5024981,-0.5153644029673866,-0.01721233378342267,0.036820850580976845,0.8560067129890341
1767383382.50259,-0.3006109104540796,-0.013333440490175243,0.036052115542398344,0.9529719538609633
1767383382.50268,-0.07581487683951262,-0.008914383311887075,0.03334871995090713,0.9965242099907129
1767383382.50277,0.14598441001398402,-0.004265477404401315,0.02895679299193796,0.9888538121861108
1767383382.50286,0.35487843381558,0.0003922919574857362,0.02316251236831412,0.9346254016130789
1767383382.502951,0.5437197669642504,0.00491616959722228,0.016255350037340632,0.839094994553058
1767383382.5030441,0.707022588015621,0.009201431847245303,0.008520688835537527,0.7070797632158782
1767383382.503136,0.8397508546131194,0.013134118531705768,0.00025086291678966407,0.5428129826880783
1767383382.503227,0.9363724159492003,0.016553353911355404,-0.0082344587716055,0.3505208678702057
1767383382.503318,0.9904438042983784,0.019234888439470244,-0.016563469202172516,0.1355608390416108
1767383382.503409,0.9950465739383005,0.020905878301486894,-0.02429078849672446,-0.09410216543895888
1767383382.503499,0.9444079754129351,0.02129894970901428,-0.030898652518072296,-0.3266270105032672
1767383382.5035892,0.8366135286231918,0.02024126751350282,-0.035848078492807293,-0.5462444600016299
1767383382.503679,0.676303986822092,0.01774596557651646,-0.03868870470294989,-0.7353918562526434
1767383382.5037692,0.47542803773557846,0.01404840941154376,-0.03918466755264051,-0.8787692444303521
1767383382.503859,0.2508922607682855,0.009548456386462664,-0.03737645895263471,-0.9672460394250142
1767383382.5039492,0.020224999920550532,0.0046851339327417425,-0.03353447975750419,-0.9992219160755228
1767383382.5040388,-0.20216837904171933,-0.00018110462781947508,-0.028043397974088415,-0.9789491720956834
1767383382.504129,-0.4064545719946665,-0.004820693311354417,-0.021295889427412083,-0.9134100540907821
1767383382.5042188,-0.5866920753353665,-0.009117243374914081,-0.013641412376577134,-0.80964387015545
1767383382.504309,-0.7391589166131138,-0.0130100622030305,-0.00538523584968765,-0.6733838678700613
1767383382.504399,-0.8606562377193416,-0.01643013220958761,0.003187892689998512,-0.508911316999888
1767383382.504489,-0.9472337630170828,-0.019251053338129324,0.011783513051767553,-0.3197479381732249
1767383382.504579,-0.993507683452851,-0.021266361484414253,0.0200652848391313,-0.10994366345400926
1767383382.504669,-0.9928283417137023,-0.022202196632141576,0.027623647875498415,0.11417478019588254
1767383382.5047581,-0.938760678396143,-0.021775889655437256,0.03396285239962829,0.34219983048477465
1767383382.5048478,-0.8281162361395038,-0.019802492984729612,0.038543008723539954,0.5588790541720706
1767383382.504938,-0.6645940076900005,-0.016316658295137138,0.040903198056143474,0.7459058251504697
1767383382.505027,-0.4605339955220131,-0.011632253961155775,0.04082479169975047,0.886626452356902
1767383382.505124,-0.2345647873016546,-0.006271234416945805,0.03842159988898129,0.9713206539752918
1767383382.505259,-0.006040939043514666,-0.0007878276362518011,0.03407562679751872,0.9994006894341451
1767383382.505437,0.2100491969540261,0.0043983798660324905,0.02826864997103731,0.9772721588904177
1767383382.505558,0.40493741522899757,0.009069017619486856,0.02143421297973493,0.9140481481743811
1767383382.505676,0.574903205398675,0.01317063788525651,0.013900491535792238,0.8179973197114326
1767383382.505779,0.718868978895159,0.016727373253998597,0.005907460651715716,0.6949191953564827
1767383382.50588,0.8361752623514761,0.019752150209583343,-0.002349685315843877,0.5481015071795139
1767383382.505975,0.9250091184403384,0.022182433408693185,-0.010680128348709692,0.3791464167162233
1767383382.506069,0.9814496490746556,0.023848694882172075,-0.018861241651697364,0.189293633403263
1767383382.50617,0.9991704983037509,0.024479774521614102,-0.026597004407490035,-0.01875247491274705
1767383382.506269,0.9702678369505388,0.02375616559389324,-0.03347588763122089,-0.2385274284498544
1767383382.506358,0.8879371880497605,0.021424656202856704,-0.03896651053301797,-0.4578101628860526
1767383382.506449,0.7509186071829379,0.01745728403510849,-0.042509322013699766,-0.6587939330037047
1767383382.5065448,0.5674247558401332,0.012167982319226051,-0.04371102274525507,-0.8221742109532558
1767383382.5066419,0.3548160780587233,0.006168084274711099,-0.04252578708269892,-0.9339481050467442
1767383382.506733,0.13394925142626468,0.000146608490372025,-0.03926264897143289,-0.9902100892962269
1767383382.506829,-0.07789390065284613,-0.005377466017442445,-0.03440723505648423,-0.9963532331839373
1767383382.506984,-0.2706870865239754,-0.010171279212949904,-0.028415533681722685,-0.9621941611306518
1767383382.507127,-0.44099394558750477,-0.014247214474296686,-0.02161587936909689,-0.897136617575044
1767383382.507238,-0.5891601875717949,-0.017741382698700476,-0.014221584396015263,-0.8076962691863661
1767383382.507352,-0.7165709931270473,-0.020790010182514165,-0.006384347442567065,-0.6971750335412638
1767383382.507458,-0.8238098146212179,-0.023442513704038857,0.0017643629810907145,-0.5663786056237141
1767383382.507563,-0.9095737125431314,-0.02561723039280592,0.010091587434183407,-0.4146294476042028
1767383382.507678,-0.9699786514423598,-0.027091942645421647,0.018439960284779615,-0.2409718038577443
1767383382.507775,-0.998213817114301,-0.027526111916553218,0.026581538425987573,-0.0458793014306379
1767383382.5078762,-0.9851245901477056,-0.026528980333909838,0.034150573245830367,0.16631143507209878
1767383382.50797,-0.9217620444373009,-0.02379645971688212,0.0406031015388108,0.38488939980875136
1767383382.508069,-0.804213641923718,-0.019301410790948305,0.045288295034816205,0.5922979351796779
1767383382.50816,-0.6384229055959372,-0.013427670452669882,0.04766727846737202,0.7680909593532336
1767383382.508255,-0.4405530814905011,-0.006896378301523694,0.04755454554870934,0.896439617349213
1767383382.508354,-0.23120193483598805,-0.00048048218484464313,0.04517095649148766,0.9718564807391117
1767383382.5084531,-0.027725801055327647,0.005288965005346679,0.04096789198091664,0.9987617026256334
1767383382.508558,0.15983517544342304,0.010232706696937308,0.03540186226397623,0.986455633342356
1767383382.508652,0.3281560713155277,0.014445301530485238,0.028821837958609483,0.9440732110271643
1767383382.50875,0.4777957187730154,0.018139271087037646,0.021473645990147085,0.8780211275900482
1767383382.5088398,0.6104977853260533,0.02150505289622367,0.013543907292986363,0.7916100993463607
1767383382.5089312,0.7274734745511175,0.02462404956785815,0.00518786714658835,0.685674183590045
1767383382.509027,0.8284672585888048,0.027432103070814583,-0.003465104944306027,0.5593545156832015
1767383382.509151,0.911122706211491,0.02971518521880707,-0.012305301402865365,0.41087832937579805
1767383382.509278,0.9703769314106435,0.031124345250830635,-0.021208114769309595,0.23864220495692615
1767383382.509402,0.9981344057623674,0.031217688856496305,-0.029956951181891157,0.04307835897236542
1767383382.509512,0.9841573580162873,0.029560375340370138,-0.03814471894753555,-0.17060322180003779
1767383382.5096178,0.9193525220120116,0.025905911857795505,-0.045132770784403975,-0.3899780211784938
1767383382.509723,0.8011643474969351,0.02040158935965805,-0.05017288436264969,-0.5959883766703373
1767383382.509871,0.6376194503434242,0.013650748780461254,-0.05269003811023502,-0.7684262186348314
1767383382.509983,0.4457074275562209,0.006506911755970853,-0.052524769596155846,-0.8936127224360049
1767383382.510132,0.24456259560220342,-0.00028060311976789063,-0.049926818623043046,-0.9683472367267774
1767383382.510265,0.04889515940860213,-0.006307059309516809,-0.045346317368850045,-0.9977540758575524
1767383382.510378,-0.13332341180416185,-0.011522232666636286,-0.03923207486984376,-0.9902287363638171
1767383382.51048,-0.2994938500930772,-0.016090995979816572,-0.031949750379700846,-0.9534273580380832
1767383382.510582,-0.4498327325303427,-0.020229358806555464,-0.023787857265691194,-0.8925667614432377
1767383382.510678,-0.5852778512306671,-0.024085394007451858,-0.014982477398769381,-0.8103365078936748
1767383382.510775,-0.7062262701618245,-0.027678214431259767,-0.005726954455520601,-0.7074217792603512
1767383382.510869,-0.811807889496766,-0.03087976127126034,0.0038286453456570025,-0.5830949599931864
1767383382.5109708,-0.8992957160415869,-0.03341933570652682,0.013566073159175527,-0.4358512645034151
1767383382.511062,-0.9634926972656528,-0.03490290868561829,0.023352694428834888,-0.26442061368954606
1767383382.511158,-0.9964220858819497,-0.03486211440231795,0.032951563279309565,-0.0695834335421588
1767383382.511264,-0.9882558469074042,-0.03286694873659747,0.04191621262539929,0.1432242153171719
1767383382.511364,-0.9305018071276959,-0.02871611316512464,0.049557410809010924,0.3617814738356415
1767383382.511463,-0.8209088689043543,-0.022627534413671442,0.05508396845272349,0.5679457545048058
1767383382.511554,-0.6667868465182596,-0.01525945589213224,0.05789353398563453,0.7428396792301601
1767383382.511673,-0.4832656158886134,-0.007475708007837461,0.057803218173157214,0.8735314798325295
1767383382.511795,-0.2874212839935272,-7.748736868725889e-06,0.0550375367427466,0.9562216662452079
1767383382.511903,-0.09286943567378558,0.006747189671587519,0.050035398024610496,0.9943974066205568
1767383382.512011,0.09218750743730683,0.01271575813892903,0.04326406209099113,0.9947200580559525
1767383382.512128,0.2640219106374808,0.018015009025475634,0.03513383651431505,0.9637082046371369
1767383382.512235,0.42145068687236104,0.022805589575899364,0.02598835172032555,0.9061919383848951
1767383382.512338,0.5641656374049198,0.02718723405821755,0.01611658973432487,0.8250565092229148
1767383382.512446,0.6916410723162246,0.031144574334930578,0.005759638152731259,0.7215465814090666
1767383382.512554,0.8024366395084053,0.03452966946579281,-0.0048855757285507185,0.5957174436348526
1767383382.512657,0.8936280025453246,0.03706587000604637,-0.01564927342425061,0.4470013585984314
1767383382.512757,0.9602803016013103,0.038368974364771026,-0.026341685080458286,0.2751284786964381
1767383382.512856,0.9952574432809761,0.03800006869361967,-0.03667188778751101,0.08169326177352328
1767383382.51296,0.9900954523368777,0.035576273525067294,-0.0461618622765063,-0.1277278610760798
1767383382.513058,0.9376443682807585,0.030942291142486197,-0.054130773415648904,-0.3419582907602293
1767383382.513162,0.8359529485812481,0.024329534462946823,-0.05982708491171145,-0.5449875791447937
1767383382.5132642,0.6909133153482471,0.01636562083600352,-0.0626795195938706,-0.7200293292308515
1767383382.513363,0.5151273597707591,0.007872652337197802,-0.062496723584115274,-0.8547958727684862
1767383382.51346,0.3235322522546641,-0.00042180143432311314,-0.05946953582754005,-0.9443463761475629
1767383382.513566,0.12901504375067446,-0.008069256786505222,-0.05401555041100574,-0.9901375287780603
1767383382.51367,-0.05959976780300276,-0.01491022289538486,-0.0466118474160515,-0.9970220100938113
1767383382.513767,-0.23726710679716526,-0.0209723584491006,-0.03770209687963672,-0.9704859772835808
1767383382.5138729,-0.4014085325924115,-0.026346247777877613,-0.027671253567999345,-0.9151018341780399
1767383382.513977,-0.5505727419443318,-0.031089673600253567,-0.016848995203200587,-0.8340378884582977
1767383382.5140748,-0.6834343655818088,-0.03517217883665014,-0.005517322019000862,-0.7291432952002063
1767383382.514194,-0.7980900874987028,-0.03845248108781335,0.0060802665476562415,-0.6012791774984536
1767383382.514296,-0.8915061935242152,-0.040678730858908864,0.0177180825258384,-0.45083036423391415
1767383382.514396,-0.9590869813222419,-0.041509700058243046,0.029145064899717247,-0.27853127697129204
1767383382.514496,-0.9945978527612804,-0.040567677410047,0.04001934141358526,-0.08676305172727813
1767383382.514595,-0.9909533383861362,-0.03753946393647369,0.04984668247814106,0.11881741469439654
1767383382.514692,-0.9423047634684134,-0.032320713660652235,0.05797974569493594,0.3281089046374037
1767383382.514796,-0.8469993173791692,-0.025143677681296002,0.06373100677637014,0.5271606117751528
1767383382.514891,-0.7096937725619384,-0.016586833265055317,0.06657472683958636,0.7011614877439276
1767383382.51499,-0.5408055811014922,-0.007419015570039605,0.06631465169611227,0.8384966598787824
1767383382.5151029,-0.35341479084016963,0.0016377691594608311,0.0631037083090808,0.9333344659473496
1767383382.5152059,-0.15971668890833254,0.010081141953107966,0.05732860462934834,0.9854452703992923
1767383382.515327,0.031045488221828597,0.017664982189354434,0.04946350825275611,0.9981370083393611
1767383382.515425,0.2128327179397133,0.024332110052914014,0.03997210033907617,0.9759674245533261
1767383382.515523,0.3819965211976608,0.030111880809625145,0.02926866648453334,0.9232092274177134
1767383382.51562,0.5362031668593195,0.035031121449483164,0.01771346634370844,0.8431756741570057
1767383382.5157208,0.6735042941065001,0.039055993940316495,0.0056203501906632695,0.7381293970715269
1767383382.515816,0.7916287189746231,0.042063898579032116,-0.006730055848482254,0.6095156323501549
1767383382.515916,0.8874453412255641,0.04383986905873359,-0.01906724230730711,0.4584269543654172
1767383382.5160089,0.9566049770587924,0.044096487244758335,-0.03109179108031819,0.28634894483207113
1767383382.516109,0.9935435734511033,0.0425242304192252,-0.04242344802515669,0.09624504423046501
1767383382.5161998,0.9921952793461302,0.03888078414044962,-0.052558637618523474,-0.10618098643149756
1767383382.5163,0.9476688398745603,0.033110315356946314,-0.060879542406830245,-0.3116426772188081
1767383382.516393,0.8585382248598135,0.025445271528145758,-0.06675012194710152,-0.5077490283904726
1767383382.516494,0.7285492053070757,0.016416909299581856,-0.06967921829040503,-0.6812425023983153
1767383382.5165849,0.566431333670476,0.006737793825943717,-0.0694622702056212,-0.8211486706976568
1767383382.516706,0.3837075104454225,-0.0028894510669276526,-0.06621338512159954,-0.9210732789149023
1767383382.51683,0.19183807587025292,-0.011929554956690427,-0.060283315452109146,-0.9795007709251886
1767383382.516932,0.00021711602154293307,-0.020070079050899123,-0.0521343667959254,-0.9984383569286159
1767383382.51724,-0.1844336531268545,-0.027183860398598172,-0.04224165696745171,-0.9815604452833047
1767383382.5173519,-0.3576426201226132,-0.03324780923261523,-0.031043172137109862,-0.9327500527562205
1767383382.5174668,-0.5163497916790782,-0.03826198319500512,-0.018926478239995666,-0.8553132184740225
1767383382.5175722,-0.6580639824392893,-0.042190700771759904,-0.00623404438402298,-0.7517532018389752
1767383382.517677,-0.7801702394476747,-0.04493041554989536,0.006721906390691534,-0.6239154359471711
1767383382.517817,-0.8794109473545058,-0.04630252875816753,0.01963515331374586,-0.4733993264232616
1767383382.517932,-0.951577942124494,-0.046070776410486174,0.03216991916058581,-0.30222839033461407
1767383382.518045,-0.9915605911289672,-0.04398708851438657,0.04391882354284176,-0.11377111717222282
1767383382.518155,-0.9939888520587052,-0.03986919362607713,0.05437327848813989,0.08625633871824982
1767383382.518262,-0.9546125286662072,-0.033699250468918675,0.06293789447046678,0.2891679478624312
1767383382.518365,-0.8721262754948154,-0.025706057966104312,0.06901304644193858,0.4837066854987534
1767383382.5184672,-0.7495743254649799,-0.016376520566983365,0.07212963603363792,0.6577746238518909
1767383382.518571,-0.5943687480837375,-0.006367522831841986,0.07207109359123173,0.8009313350237475
1767383382.51867,-0.41672513934730654,0.0036473147085861243,0.0689133196534736,0.9064092948032498
1767383382.518772,-0.22736704143318004,0.013117448256797002,0.0629688280101312,0.9716826064719822
1767383382.518871,-0.03566590698014998,0.021681418125720702,0.054681884253954594,0.9976310694449025
1767383382.518975,0.15117569036265344,0.029153141737456107,0.04453270769897688,0.9870728660616754
1767383382.519079,0.32800824250129607,0.035461068000672766,0.032979362528706146,0.9434328100901858
1767383382.519187,0.4911206798528126,0.04057748012041031,0.020435583531124575,0.8699059333363195
1767383382.519287,0.6375050647338202,0.04446136482363127,0.007271586825486518,0.7691278200024938
1767383382.519388,0.7642005482465545,0.047023802217669865,-0.006171830969090608,0.6432326115699899
1767383382.5195022,0.8677949193528285,0.048117281619945766,-0.019559260540803636,0.49420050635549045
1767383382.519606,0.9441463177035996,0.047549373108139774,-0.0325279979588143,0.324451409663372
1767383382.519705,0.9884464897432138,0.04512279526501412,-0.044652781294419804,0.13763574893342403
1767383382.5198028,0.9957940158269143,0.0407020791272071,-0.05542415874128124,-0.06054569700525722
1767383382.519902,0.9623523173842707,0.034295947958847134,-0.06426482036726273,-0.26186225012760556
1767383382.5200021,0.8868474854899346,0.026125526606822744,-0.07060113015490514,-0.45588866487394475
1767383382.5200908,0.7717550845591858,0.01663720723320523,-0.07397710178104064,-0.6313831492878174
1767383382.5201988,0.6234404996840786,0.006436757949744426,-0.07416171608036456,-0.7783190549953019
1767383382.5203059,0.45102933917933347,-0.0038337627310020906,-0.07119398072511886,-0.8896568184256719
1767383382.520423,0.2645537041309601,-0.013618797902710988,-0.06534740506011018,-0.962057993379913
1767383382.5205278,0.07326521814393692,-0.022520105853944455,-0.0570435503770414,-0.9954250780460736
1767383382.520633,-0.11529339994917802,-0.03030130420336159,-0.0467617513847308,-0.9917674130052713
1767383382.520739,-0.29540571677127553,-0.03684548625800702,-0.0349757309327198,-0.9540202151353938
1767383382.5208452,-0.46277054428324227,-0.042095812986910924,-0.022123150208940373,-0.8852016335827653
1767383382.5209548,-0.6138858015309954,-0.046002051024592885,-0.008600517185274116,-0.7880063864489456
1767383382.521056,-0.7454446819660188,-0.048484788197630274,0.005225398481479666,-0.6647812773030863
